0.000000	-28.159671
1.000000	0.825774
2.000000	6.131651
3.000000	17.386309
4.000000	2.800709
5.000000	6.357944
6.000000	2.945156
7.000000	-38.718687
8.000000	-1.026685
9.000000	-20.791888
10.000000	-21.488985
11.000000	-36.999461
12.000000	70.014043
13.000000	-9.061430
14.000000	-2.743275
15.000000	3.583086
16.000000	27.099939
17.000000	31.089380
18.000000	98.533860
19.000000	61.166215
20.000000	92.630624
21.000000	71.670572
22.000000	128.308095
23.000000	103.421210
24.000000	151.981816
25.000000	130.905274
26.000000	185.720102
27.000000	227.439946
28.000000	198.802198
29.000000	163.924357
30.000000	232.478933
31.000000	204.830898
32.000000	218.542388
33.000000	165.886578
34.000000	192.364906
35.000000	126.748919
36.000000	129.453341
37.000000	120.196088
38.000000	118.622995
39.000000	82.507371
40.000000	118.111822
41.000000	66.724730
42.000000	63.283975
43.000000	37.280390
44.000000	-26.880863
45.000000	40.230849
46.000000	22.459143
47.000000	29.123831
48.000000	39.021311
49.000000	6.800330
