0.000000	272.399578
1.000000	291.154648
2.000000	271.120920
3.000000	230.818467
4.000000	370.868428
5.000000	406.855556
6.000000	168.910192
7.000000	250.478082
8.000000	314.884231
9.000000	306.668563
10.000000	375.627544
11.000000	204.519872
12.000000	319.182820
13.000000	368.874044
14.000000	367.783776
15.000000	284.638993
16.000000	260.717665
17.000000	302.003236
18.000000	196.116380
19.000000	210.876947
20.000000	337.384094
21.000000	372.850318
22.000000	305.024608
23.000000	319.564300
24.000000	329.032204
25.000000	387.667042
26.000000	477.631806
27.000000	508.362095
28.000000	594.525432
29.000000	646.883902
30.000000	776.689446
31.000000	892.070460
32.000000	936.018495
33.000000	869.789824
34.000000	871.288760
35.000000	753.493101
36.000000	809.111041
37.000000	597.834326
38.000000	635.102986
39.000000	533.469642
40.000000	455.799787
41.000000	459.587871
42.000000	296.473188
43.000000	386.016944
44.000000	399.761490
45.000000	216.581557
46.000000	360.578665
47.000000	251.807438
48.000000	296.728567
49.000000	345.240380
