#NOITE 2
#ESTRELA_A  #ESTRELA_B
158.852587	158.041555
136.321944	177.979711
120.431295	207.329928
159.699529	223.032610
125.546134	222.161992
171.472814	185.737529
176.651143	197.152541
134.793448	196.245799
90.253440	183.337671
144.674932	195.606689
109.069367	200.130402
168.398288	196.342389
152.769855	174.479625
144.849693	206.135469
112.030294	156.270469
167.400686	256.714477
93.552991	168.874069
71.819502	192.913191
123.730461	181.478204
97.203341	170.094801
126.896461	204.828331
118.007702	143.982292
127.940461	168.144861
147.256384	206.277447
143.063382	198.224222
145.835547	207.412932
140.414864	220.627754
62.577636	192.511464
126.425293	224.204242
153.224678	196.219248
157.432705	176.304520
145.023716	220.645705
91.228787	210.665129
127.731317	175.807734
101.032989	171.078310
181.577137	205.601732
75.230015	197.176282
126.428097	192.130129
129.936087	214.384204
98.721988	191.978709
157.939930	173.557640
168.995823	199.532796
148.170513	187.457813
120.523140	210.269132
123.356423	202.276154
70.347394	191.493081
138.018241	145.956254
102.907546	206.285633
153.913118	192.033873
128.914427	220.602320
130.333077	153.581496
137.032627	229.649479
135.349873	146.334006
140.425217	163.169557
154.408895	204.138769
145.430285	201.150087
127.506994	179.522109
133.203542	164.276583
134.707479	176.916946
151.302377	224.370449
140.184933	213.943119
182.074902	169.235239
104.653488	198.375733
114.512493	220.176549
110.956945	170.088413
104.336074	247.672720
106.082842	191.925713
160.173193	208.278694
118.673997	206.085805
180.571641	196.406236
112.268740	189.959939
130.254698	185.651146
165.069387	251.181042
134.906739	223.961351
76.475434	179.279250
142.213786	217.010506
144.770825	191.242126
155.870632	150.624659
151.787569	178.903038
109.869688	168.028623
117.620719	160.788549
172.879018	188.947666
118.143370	202.691807
133.621132	230.530091
153.095538	216.275956
140.627839	247.126830
136.248209	174.888926
