#NOITE 1
#ESTRELA_A  #ESTRELA_B
122.079795	201.685896
163.475675	236.247474
164.771890	262.338923
102.591294	219.202813
142.315420	201.342672
130.235912	202.107080
115.519133	209.708828
136.923630	187.302509
156.647089	192.036452
114.900281	170.865506
142.109386	209.916114
125.712416	162.433800
121.454625	231.728699
154.958995	233.241361
146.314598	132.826179
161.757977	199.421373
123.220519	153.617166
114.536441	156.361361
131.171175	146.236954
144.402316	190.018735
174.103431	207.400603
174.289026	231.462269
130.672066	170.514915
112.630351	200.004979
180.487656	207.051643
162.260361	220.001806
123.526887	179.941939
149.505886	227.814146
139.736273	194.731226
180.913274	231.181293
142.917312	189.246689
139.645531	210.596533
189.121528	162.739499
150.798710	168.447865
151.686324	179.557956
104.941400	237.042556
165.839209	187.510045
151.937704	222.884495
126.260011	242.043829
131.268399	197.346681
114.123268	207.195354
145.077147	214.754811
144.856734	204.770439
129.845036	201.760563
146.362120	205.564090
169.054473	214.147402
112.008465	236.997889
133.889301	223.558488
92.649831	178.991342
142.075473	151.637720
130.621086	170.548728
118.886299	174.014091
127.025912	224.680490
137.262710	203.363389
167.449450	219.618090
94.303140	211.871783
129.759255	262.348418
86.845371	232.793481
124.713725	191.362380
158.495893	225.345435
113.967657	202.617254
73.557129	204.241991
150.991257	202.953800
177.320749	205.009495
129.166090	159.243053
149.746082	145.716943
71.011480	212.317917
172.328595	172.091753
134.778116	200.812597
151.008986	207.361777
158.491059	192.060307
144.845092	212.109213
91.020817	218.261866
127.579359	184.236657
180.570908	228.513732
179.851884	227.477843
136.736439	192.716203
139.499855	199.754683
108.653607	196.775569
95.866777	184.867845
156.263229	231.701279
127.940406	149.526747
136.979063	184.425278
159.019797	177.586023
125.884110	234.185791
201.424672	213.492908
166.125934	222.071056
163.412294	205.949792
142.240829	212.122965
157.417089	229.773539
119.444500	164.969860
110.498256	214.705050
147.258125	178.987316
141.023781	215.484923
125.312474	196.853631
185.702359	208.166159
152.542339	189.762820
112.954982	181.576566
152.421731	220.583227
125.112070	251.549656
